ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck5z02mjp1iv20833f62f8etd,ck5yzhgvgbiz70bo0ho1ncgk8,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F3e148c5b-0e6e-5626-b3ad-a64e5d8b9542-137.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=Cgfe6kNB8ufnOMoRn13_EQ9myxc,"{""elephant"":[{""geometry"":[{""x"":56,""y"":64},{""x"":147,""y"":64},{""x"":147,""y"":127},{""x"":56,""y"":127}]}],""background"":[{""geometry"":[{""x"":192,""y"":71},{""x"":257,""y"":71},{""x"":257,""y"":145},{""x"":192,""y"":145}]}]}",engineerzheyu@gmail.com,RVSS,1580283632000,1580283632000,7.081,137.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z02mjp1iv20833f62f8etd
ck5z02vly9qcb0700ispokln7,ck5yzhgvjbj2r0bo01f6mac8c,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fb312f6b2-acfa-ae77-7688-61b91a01bc62-170.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=fWzihN7244LH3RY1KJWqPj0qAZc,"{""llama"":[{""geometry"":[{""x"":88,""y"":51},{""x"":135,""y"":51},{""x"":135,""y"":127},{""x"":88,""y"":127}]}],""background"":[{""geometry"":[{""x"":175,""y"":69},{""x"":234,""y"":69},{""x"":234,""y"":125},{""x"":175,""y"":125}]},{""geometry"":[{""x"":8,""y"":61},{""x"":71,""y"":61},{""x"":71,""y"":137},{""x"":8,""y"":137}]}]}",engineerzheyu@gmail.com,RVSS,1580283644000,1580283644000,11.252,170.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z02vly9qcb0700ispokln7
ck5z02z0ha2oc09561xko99yw,ck5yzhgvmbj6b0bo0e4zxbpxt,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Ff5cff012-a96d-2caf-0731-4ffb4f364169-202.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=W9iRN72A1m_zoarZrhbjYPoIYnI,"{""llama"":[{""geometry"":[{""x"":81,""y"":98},{""x"":164,""y"":98},{""x"":164,""y"":200},{""x"":81,""y"":200}]}]}",engineerzheyu@gmail.com,RVSS,1580283648000,1580283648000,4.08,202.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z02z0ha2oc09561xko99yw
ck5z038k01gae0932z6fiufzz,ck5yzhgvpbj9v0bo0eba1h3dl,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F53f748c5-09d4-25cc-697a-1105be09ec23-235.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=NQx3krBZzHubGPOe3qoLtYwZv10,"{""llama"":[{""geometry"":[{""x"":66,""y"":99},{""x"":94,""y"":99},{""x"":94,""y"":131},{""x"":66,""y"":131}]}],""background"":[{""geometry"":[{""x"":130,""y"":90},{""x"":177,""y"":90},{""x"":177,""y"":142},{""x"":130,""y"":142}]}]}",engineerzheyu@gmail.com,RVSS,1580283661000,1580283661000,11.835,235.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z038k01gae0932z6fiufzz
ck5z03f2n1tr30842ltn3dddj,ck5yzhgvrbjdf0bo00yngbxv7,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fcf5d93db-9156-f9f5-a922-3531875ac6d6-267.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=k4dFTdUt1JJpxjKtfh4IckXKkIY,"{""snake"":[{""geometry"":[{""x"":140,""y"":85},{""x"":226,""y"":85},{""x"":226,""y"":164},{""x"":140,""y"":164}]}],""background"":[{""geometry"":[{""x"":245,""y"":11},{""x"":317,""y"":11},{""x"":317,""y"":88},{""x"":245,""y"":88}]}]}",engineerzheyu@gmail.com,RVSS,1580283669000,1580283669000,7.932,267.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z03f2n1tr30842ltn3dddj
ck5z03jp21j6n0833o7lzpb8f,ck5yzhgvtbjgz0bo0b8mj5uu0,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F55aa4b85-a4b5-de80-b01b-3f76d6982747-299.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=3KYA73EbdTqnvrSsb-cDCjAO7Nw,"{""llama"":[{""geometry"":[{""x"":207,""y"":41},{""x"":320,""y"":41},{""x"":320,""y"":188},{""x"":207,""y"":188}]}]}",engineerzheyu@gmail.com,RVSS,1580283675000,1580283675000,5.496,299.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z03jp21j6n0833o7lzpb8f
ck5z03rbt9ovm0890wx5xrnaq,ck5yzhgvxbjkj0bo0etfhe5ry,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F078afb24-ae41-e558-ad97-7a1c1d1eccb2-331.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=TQJQGSYTJ5Wk-RnqP39sFJOCN4Q,"{""snake"":[{""geometry"":[{""x"":155,""y"":80},{""x"":240,""y"":80},{""x"":240,""y"":183},{""x"":155,""y"":183}]}]}",engineerzheyu@gmail.com,RVSS,1580283685000,1580283685000,9.379,331.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z03rbt9ovm0890wx5xrnaq
ck5z03wvt1gk20932s4mk74py,ck5yzhgv4bilb0bo0fia1a2m3,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F308b929b-1dfd-2628-1c6f-636b6750b426-12.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=-KxYccHmivTa3n_LMxx0mlDLFIw,"{""snake"":[{""geometry"":[{""x"":111,""y"":87},{""x"":171,""y"":87},{""x"":171,""y"":147},{""x"":111,""y"":147}]}]}",engineerzheyu@gmail.com,RVSS,1580283692000,1580283692000,6.7,12.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z03wvt1gk20932s4mk74py
ck5z0425w1u1y0842j35zodjj,ck5yzhgv7biov0bo0beozhzr6,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Faacb0e93-09c5-5898-5478-38c212c3f7f6-44.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=PryoHH7pfEDL3_wfYKCN5g_F408,"{""snake"":[{""geometry"":[{""x"":105,""y"":82},{""x"":167,""y"":82},{""x"":167,""y"":152},{""x"":105,""y"":152}]}]}",engineerzheyu@gmail.com,RVSS,1580283699000,1580283699000,6.355,44.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z0425w1u1y0842j35zodjj
ck5z046wy1u6d0842y18ar0py,ck5yzhgvabisf0bo0937n7xvn,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F0748cae2-da8e-885f-3704-b28a7b958e01-76.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=uaJsb4tz5d6oH_PlUTHx6SrcblY,"{""snake"":[{""geometry"":[{""x"":82,""y"":52},{""x"":142,""y"":52},{""x"":142,""y"":108},{""x"":82,""y"":108}]}],""background"":[{""geometry"":[{""x"":156,""y"":141},{""x"":222,""y"":141},{""x"":222,""y"":199},{""x"":156,""y"":199}]}]}",engineerzheyu@gmail.com,RVSS,1580283705000,1580283705000,5.675,76.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z046wy1u6d0842y18ar0py
ck5z04c7b1gpt0932jsqt23ya,ck5yzhgvebivz0bo00vkd10qf,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F19e00ec0-f09e-c8ad-e937-8f702bdc73b7-108.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=TJ9oOQ3tVOynGe7C0ZT-nWwc3VE,"{""llama"":[{""geometry"":[{""x"":100,""y"":88},{""x"":156,""y"":88},{""x"":156,""y"":143},{""x"":100,""y"":143}]}],""elephant"":[{""geometry"":[{""x"":182,""y"":64},{""x"":318,""y"":64},{""x"":318,""y"":170},{""x"":182,""y"":170}]}]}",engineerzheyu@gmail.com,RVSS,1580283712000,1580283712000,6.378,108.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z04c7b1gpt0932jsqt23ya
ck5z04f2l9j3m0776589v1z3e,ck5yzhgvhbizj0bo0dmdfcmny,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F57e59053-9730-5028-a30e-7197bd7d5818-141.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=F0KFtUAH_Rw8pFvfm_qgc9LlV8g,"{""elephant"":[{""geometry"":[{""x"":155,""y"":72},{""x"":264,""y"":72},{""x"":264,""y"":216},{""x"":155,""y"":216}]}]}",engineerzheyu@gmail.com,RVSS,1580283716000,1580283716000,3.399,141.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z04f2l9j3m0776589v1z3e
ck5z04l6u1gsh0932ai01cj7x,ck5yzhgvjbj330bo0azx44mms,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F7ecdbaba-0add-3e47-ccd8-e182936e6b1f-173.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=WX8z-TetRA9J1g5vJ6USX_L8L_U,"{""elephant"":[{""geometry"":[{""x"":144,""y"":116},{""x"":232,""y"":116},{""x"":232,""y"":188},{""x"":144,""y"":188}]}],""background"":[{""geometry"":[{""x"":13,""y"":19},{""x"":116,""y"":19},{""x"":116,""y"":125},{""x"":13,""y"":125}]}]}",engineerzheyu@gmail.com,RVSS,1580283724000,1580283724000,7.44,173.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z04l6u1gsh0932ai01cj7x
ck5z04x8l1ueu0842drguwroq,ck5yzhgvmbj6n0bo01h8iattk,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F6b8431b7-3221-4c41-fabb-88a68951e139-206.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=WukBDPSHMTZfzJTeie6HNxM0A9I,"{""snake"":[{""geometry"":[{""x"":75,""y"":112},{""x"":101,""y"":112},{""x"":101,""y"":141},{""x"":75,""y"":141}]}],""elephant"":[{""geometry"":[{""x"":115,""y"":104},{""x"":229,""y"":104},{""x"":229,""y"":183},{""x"":115,""y"":183}]}],""background"":[{""geometry"":[{""x"":50,""y"":9},{""x"":116,""y"":9},{""x"":116,""y"":58},{""x"":50,""y"":58}]},{""geometry"":[{""x"":56,""y"":71},{""x"":108,""y"":71},{""x"":108,""y"":111},{""x"":56,""y"":111}]}]}",engineerzheyu@gmail.com,RVSS,1580283739000,1580283739000,15.086,206.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z04x8l1ueu0842drguwroq
ck5z057hf1jr4083361hjj59m,ck5yzhgvpbja70bo0bs3xcg5y,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Faf7fb0ac-27a6-d5a1-51fc-11bfef2e17bf-238.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=GJS3tuoFrpyUHBzWUc-YUcgWbwg,"{""llama"":[{""geometry"":[{""x"":224,""y"":101},{""x"":247,""y"":101},{""x"":247,""y"":132},{""x"":224,""y"":132}]}],""elephant"":[{""geometry"":[{""x"":124,""y"":91},{""x"":194,""y"":91},{""x"":194,""y"":146},{""x"":124,""y"":146}]}],""background"":[{""geometry"":[{""x"":125,""y"":37},{""x"":167,""y"":37},{""x"":167,""y"":77},{""x"":125,""y"":77}]},{""geometry"":[{""x"":86,""y"":61},{""x"":123,""y"":61},{""x"":123,""y"":99},{""x"":86,""y"":99}]}]}",engineerzheyu@gmail.com,RVSS,1580283753000,1580283753000,12.751,238.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z057hf1jr4083361hjj59m
ck5z05j8f9nmk0876ziorfbr4,ck5yzhgvrbjdr0bo08eyec4x4,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fa7e6042b-f74f-890f-791b-04021b16c07b-270.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=LLnpWfpY6KaeshKfAjKlLP65w_Q,"{""snake"":[{""geometry"":[{""x"":221,""y"":108},{""x"":242,""y"":108},{""x"":242,""y"":131},{""x"":221,""y"":131}]}],""llama"":[{""geometry"":[{""x"":176,""y"":95},{""x"":217,""y"":95},{""x"":217,""y"":138},{""x"":176,""y"":138}]}],""elephant"":[{""geometry"":[{""x"":86,""y"":98},{""x"":112,""y"":98},{""x"":112,""y"":129},{""x"":86,""y"":129}]}]}",engineerzheyu@gmail.com,RVSS,1580283768000,1580283768000,14.727,270.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z05j8f9nmk0876ziorfbr4
ck5z05r139piw0890hf7joxjj,ck5yzhgvtbjhb0bo0ciijf2y1,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fede4638c-a668-08a0-b317-5e8844cc1a22-302.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=IQkbuJkve_XsLBFmrpuUSH-RMPI,"{""llama"":[{""geometry"":[{""x"":143,""y"":63},{""x"":237,""y"":63},{""x"":237,""y"":161},{""x"":143,""y"":161}]}],""background"":[{""geometry"":[{""x"":5,""y"":23},{""x"":111,""y"":23},{""x"":111,""y"":134},{""x"":5,""y"":134}]}]}",engineerzheyu@gmail.com,RVSS,1580283778000,1580283778000,9.623,302.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z05r139piw0890hf7joxjj
ck5z05uqt1h7p0932puaa9ype,ck5yzhgvxbjkv0bo0ghtgcru1,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F5745e481-49af-f269-bd06-b4c18e18f6ac-334.png?Expires=1581495142515&KeyName=labelbox-assets-key-1&Signature=1skIm0j4D1LUahNSVjXyeK2Fq5c,"{""snake"":[{""geometry"":[{""x"":86,""y"":28},{""x"":152,""y"":28},{""x"":152,""y"":113},{""x"":86,""y"":113}]}]}",engineerzheyu@gmail.com,RVSS,1580283783000,1580283783000,4.488,334.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z05uqt1h7p0932puaa9ype
ck5z05xna1k1q08331woz03u6,ck5yzhgv5biln0bo0c41qgiv1,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F9525ef71-991c-38ff-6e67-064b01b360e6-15.png?Expires=1581495142516&KeyName=labelbox-assets-key-1&Signature=9UfS8tDub3JmPWVOLsvMD45cByI,"{""snake"":[{""geometry"":[{""x"":149,""y"":80},{""x"":212,""y"":80},{""x"":212,""y"":155},{""x"":149,""y"":155}]}]}",engineerzheyu@gmail.com,RVSS,1580283787000,1580283787000,3.32,15.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z05xna1k1q08331woz03u6
ck5z060x79nuc0876dhqj398o,ck5yzhgv7bip70bo05ja64wh4,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F5a486091-262d-c75a-537d-e72650735280-47.png?Expires=1581495142516&KeyName=labelbox-assets-key-1&Signature=ncNVZDyM45EJxnXEsgIuRI6q98E,"{""snake"":[{""geometry"":[{""x"":158,""y"":92},{""x"":222,""y"":92},{""x"":222,""y"":154},{""x"":158,""y"":154}]}]}",engineerzheyu@gmail.com,RVSS,1580283791000,1580283791000,3.662,47.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z060x79nuc0876dhqj398o
ck5z067x09rgc07007ay78ss0,ck5yzhgvabisr0bo082g91m4i,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F29e19617-b7a0-9b80-4b38-4a6b3664606d-79.png?Expires=1581495142516&KeyName=labelbox-assets-key-1&Signature=m9aSRtJKMuamlx1PXXlYW6ZtltA,"{""snake"":[{""geometry"":[{""x"":103,""y"":97},{""x"":157,""y"":97},{""x"":157,""y"":148},{""x"":103,""y"":148}]}],""background"":[{""geometry"":[{""x"":52,""y"":103},{""x"":96,""y"":103},{""x"":96,""y"":138},{""x"":52,""y"":138}]},{""geometry"":[{""x"":11,""y"":72},{""x"":99,""y"":72},{""x"":99,""y"":163},{""x"":11,""y"":163}]}]}",engineerzheyu@gmail.com,RVSS,1580283800000,1580283800000,8.552,79.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z067x09rgc07007ay78ss0
ck5z06hxea3wu0956h3qy36ur,ck5yzhgvebiwb0bo03l00c0x5,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Faa2a1c11-b738-e84a-fdce-9d3418db1f42-111.png?Expires=1581495142516&KeyName=labelbox-assets-key-1&Signature=Z2fIgiugVzYAPGo9QPFoekVmJ4I,"{""elephant"":[{""geometry"":[{""x"":214,""y"":82},{""x"":262,""y"":82},{""x"":262,""y"":156},{""x"":214,""y"":156}]}],""background"":[{""geometry"":[{""x"":30,""y"":33},{""x"":135,""y"":33},{""x"":135,""y"":127},{""x"":30,""y"":127}]}]}",engineerzheyu@gmail.com,RVSS,1580283813000,1580283813000,12.486,111.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z06hxea3wu0956h3qy36ur
ck5z06mzb1hg30932dqxt4vws,ck5yzhgvhbizv0bo00dvp7fnu,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F82a7d849-af81-9f88-9573-11ef5aa5b35c-144.png?Expires=1581495142516&KeyName=labelbox-assets-key-1&Signature=6rp7fdpfUzUmYUOkUDoylZ0X0Us,"{""elephant"":[{""geometry"":[{""x"":111,""y"":118},{""x"":282,""y"":118},{""x"":282,""y"":240},{""x"":111,""y"":240}]}]}",engineerzheyu@gmail.com,RVSS,1580283819000,1580283819000,6.001,144.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z06mzb1hg30932dqxt4vws
ck5z06ryx9rn60700wex1je6f,ck5yzhgvkbj3f0bo0d10a5d64,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F891e9679-e2df-bcca-d344-0d676958256a-176.png?Expires=1581495142516&KeyName=labelbox-assets-key-1&Signature=cpiX7P6yH0rnIK56lPqb_ra3eoA,"{""llama"":[{""geometry"":[{""x"":147,""y"":74},{""x"":180,""y"":74},{""x"":180,""y"":103},{""x"":147,""y"":103}]}],""elephant"":[{""geometry"":[{""x"":111,""y"":107},{""x"":200,""y"":107},{""x"":200,""y"":172},{""x"":111,""y"":172}]}]}",engineerzheyu@gmail.com,RVSS,1580283826000,1580283826000,5.966,176.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z06ryx9rn60700wex1je6f
ck5z06vry1hjt0932f1b4a2q2,ck5yzhgvmbj6z0bo0e6pv1aha,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F6c521d69-525b-ebe9-3b43-17900c56e8d4-209.png?Expires=1581495142516&KeyName=labelbox-assets-key-1&Signature=rd9RB6e7Cd9F2-BhMn-ZuLhEw3s,"{""elephant"":[{""geometry"":[{""x"":189,""y"":84},{""x"":244,""y"":84},{""x"":244,""y"":153},{""x"":189,""y"":153}]}]}",engineerzheyu@gmail.com,RVSS,1580283831000,1580283831000,4.621,209.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z06vry1hjt0932f1b4a2q2
ck5z0730a1v1l0842nz7z9el2,ck5yzhgvpbjaj0bo08gqi20k7,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fcb6a8c48-006e-e7e0-7f25-7f45d94a2d80-241.png?Expires=1581495142517&KeyName=labelbox-assets-key-1&Signature=dU7qGAHO4V9gn25fEoncfLIlbRk,"{""snake"":[{""geometry"":[{""x"":234,""y"":102},{""x"":260,""y"":102},{""x"":260,""y"":126},{""x"":234,""y"":126}]}],""elephant"":[{""geometry"":[{""x"":127,""y"":78},{""x"":196,""y"":78},{""x"":196,""y"":129},{""x"":127,""y"":129}]}],""background"":[{""geometry"":[{""x"":231,""y"":34},{""x"":286,""y"":34},{""x"":286,""y"":87},{""x"":231,""y"":87}]}]}",engineerzheyu@gmail.com,RVSS,1580283840000,1580283840000,8.882,241.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z0730a1v1l0842nz7z9el2
ck5z07d3b9rtr0700juwfter6,ck5yzhgvsbje30bo048jzcdaa,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F656c642c-8031-c9c5-3c09-a27ca277355d-273.png?Expires=1581495142517&KeyName=labelbox-assets-key-1&Signature=-xvUwA8nXbGhlZZ8xbnH3scBI9E,"{""background"":[{""geometry"":[{""x"":85,""y"":163},{""x"":167,""y"":163},{""x"":167,""y"":238},{""x"":85,""y"":238}]},{""geometry"":[{""x"":137,""y"":94},{""x"":208,""y"":94},{""x"":208,""y"":178},{""x"":137,""y"":178}]}]}",engineerzheyu@gmail.com,RVSS,1580283853000,1580283853000,12.557,273.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z07d3b9rtr0700juwfter6
ck5z07g5f1hqb09328j44m4x7,ck5yzhgvubjhn0bo03r7pbobn,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F3b7cefc2-c12a-70d3-270e-b889489c76ca-305.png?Expires=1581495142517&KeyName=labelbox-assets-key-1&Signature=kJrFrdonePeQBu7Vnur-F67BtZE,Skip,engineerzheyu@gmail.com,RVSS,1580283857000,1580283857000,3.602,305.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z07g5f1hqb09328j44m4x7
ck5z07lh59q4y0890hxtlxt1k,ck5yzhgv5bilz0bo03z3ncgs5,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F02839293-b92c-dcd3-58a7-28bee002b75c-18.png?Expires=1581495142517&KeyName=labelbox-assets-key-1&Signature=Njkd4cAE1v4GHFacQQSd4tcyZ30,"{""snake"":[{""geometry"":[{""x"":127,""y"":65},{""x"":255,""y"":65},{""x"":255,""y"":189},{""x"":127,""y"":189}]}],""background"":[{""geometry"":[{""x"":259,""y"":86},{""x"":320,""y"":86},{""x"":320,""y"":175},{""x"":259,""y"":175}]}]}",engineerzheyu@gmail.com,RVSS,1580283864000,1580283875000,6.415,18.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z07lh59q4y0890hxtlxt1k
ck5z080dd1hw709322zlus2je,ck5yzhgv8bipj0bo0gr0o6mig,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fe6a74312-1681-49e9-1bc5-6f0b5a10a16b-50.png?Expires=1581495142517&KeyName=labelbox-assets-key-1&Signature=Ginc_mW_3K-ak5mpI0LvTSTMLXo,"{""snake"":[{""geometry"":[{""x"":129,""y"":17},{""x"":192,""y"":17},{""x"":192,""y"":85},{""x"":129,""y"":85}]}]}",engineerzheyu@gmail.com,RVSS,1580283883000,1580283883000,7.061,50.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z080dd1hw709322zlus2je
ck5z086d99qct0890rqi54i6a,ck5yzhgvabit30bo03wzzddr8,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F831f640b-d4d0-c5be-3edd-1b00c9a2f5f5-82.png?Expires=1581495142517&KeyName=labelbox-assets-key-1&Signature=ydak5V9OcaTlDU5CPuau1SjW4Yw,"{""snake"":[{""geometry"":[{""x"":160,""y"":93},{""x"":229,""y"":93},{""x"":229,""y"":173},{""x"":160,""y"":173}]}],""background"":[{""geometry"":[{""x"":264,""y"":112},{""x"":320,""y"":112},{""x"":320,""y"":175},{""x"":264,""y"":175}]}]}",engineerzheyu@gmail.com,RVSS,1580283891000,1580283891000,7.275,82.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z086d99qct0890rqi54i6a
ck5z08daw9ond0876silagl71,ck5yzhgvfbiwn0bo0e0o76ehr,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2F0fd2bb50-28c2-b68c-c62e-c833347f7283-114.png?Expires=1581495142517&KeyName=labelbox-assets-key-1&Signature=b0dlemg6MWjVbB9G58Im4b7DyqY,"{""llama"":[{""geometry"":[{""x"":211,""y"":97},{""x"":245,""y"":97},{""x"":245,""y"":141},{""x"":211,""y"":141}]}],""elephant"":[{""geometry"":[{""x"":34,""y"":82},{""x"":132,""y"":82},{""x"":132,""y"":148},{""x"":34,""y"":148}]}],""background"":[{""geometry"":[{""x"":232,""y"":36},{""x"":285,""y"":36},{""x"":285,""y"":94},{""x"":232,""y"":94}]}]}",engineerzheyu@gmail.com,RVSS,1580283900000,1580283900000,8.488,114.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z08daw9ond0876silagl71
ck5z08k31a4nv0956iygd4x8c,ck5yzhgvhbj070bo0bhqma46h,https://storage.labelbox.com/ck5d7ysbcnisd09526c5wgvze%2Fbf476c2c-8e40-5923-9aef-b4e2898023aa-147.png?Expires=1581495142517&KeyName=labelbox-assets-key-1&Signature=BUl9-d5EfJ2Y4ainoiuIAZbzJlQ,"{""elephant"":[{""geometry"":[{""x"":176,""y"":92},{""x"":222,""y"":92},{""x"":222,""y"":135},{""x"":176,""y"":135}]}],""background"":[{""geometry"":[{""x"":62,""y"":115},{""x"":119,""y"":115},{""x"":119,""y"":155},{""x"":62,""y"":155}]}]}",engineerzheyu@gmail.com,RVSS,1580283909000,1580283909000,8.217,147.png,,,,,dset02,[],https://image-segmentation-v4.labelbox.com?project=ck5x7q9svghzx0890o69wodeq&label=ck5z08k31a4nv0956iygd4x8c
